shock_id,date,county,policy_name,policy_type,primary_topic,ideology_score,direction,enforcement_channel,behavioral_channel,severity,mandates_vs_guidance,extensive_margin_direction,intensive_margin_direction,summary,filename,nearest_external_shock_id,nearest_external_shock_name,nearest_external_shock_date,days_from_external_shock,external_shock_match_type
2021_02_10_contra_costa_county_racial_justice_digest,2021-02-10,Contra Costa County,Racial Justice Digest,internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This document captures inter-office communications among progressive district attorneys collaborating on implementation of California's Racial Justice Act (AB 2542). The prosecutors are proactively implementing comprehensive bias training, hiring external consultants to audit their demographic data, and sharing best practices to eliminate racial bias in prosecutorial decision-making. The collaborative approach and extensive reform measures demonstrate a clearly progressive prosecutorial ideology focused on racial justice and systemic reform rather than mere legal compliance.",2021.02.10_Contra Costa County_Racial Justice Digest.pdf,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,40.0,statewide_legislation
2021_03_17_la_county_news_release_da_gascon_outlines_reforms_made_during_first_1,2021-03-17,Los Angeles County,News Release DA Gascon Outlines Reforms Made During First 100 Days In Office Promises More (2),internal_directive,administrative,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This press release announces DA Gascón's comprehensive progressive criminal justice reforms implemented during his first 100 days in office, including abolishing the death penalty, ending juvenile transfers to adult court, dramatically reducing sentence enhancements, and creating new diversion programs. The document frames these changes as data-driven efforts to reduce racial disparities and unnecessary incarceration while maintaining public safety. The reforms represent a clear shift toward progressive prosecutorial policies that emphasize rehabilitation over punishment and address systemic inequities in the criminal justice system.",2021.03.17_LA County_News Release DA Gascon Outlines Reforms Made During First 100 Days In Office Promises More (2).pdf,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,75.0,statewide_legislation
2021_03_30_monterey_county_ab_3070_voir_dire_jury_selection_presentation,2021-03-30,Monterey County,AB-3070-Voir Dire Jury Selection-Presentation,internal_directive,case_law_update,-2.0,traditional,sentencing,public_safety_perception,moderate,strong_guidance,more_lenient,more_lenient,"This training document instructs Monterey County prosecutors on jury selection procedures under new AB 3070 restrictions that limit peremptory challenges to reduce racial discrimination. While acknowledging the law's anti-discrimination goals, the training maintains a traditional prosecutorial approach that views jury selection primarily as a strategic tool for securing convictions rather than ensuring fairness. The material focuses on helping prosecutors adapt their jury selection tactics to comply with the new restrictions while still attempting to exclude jurors perceived as unfavorable to prosecution cases.",2021.03.30_Monterey County_AB-3070-Voir Dire Jury Selection-Presentation.pdf,sb_81_enhancement_presumption,SB 81 (Sentencing Enhancement Presumption of Dismissal),2022-01-01,-277.0,statewide_legislation
2021_04_01_marin_county_bail_procedures_per_humphrey,2021-04-01,Marin County,Bail Procedures per Humphrey,internal_directive,bail,2.0,progressive,bail,public_safety_perception,significant,mandatory,more_lenient,more_lenient,This document is a comprehensive procedure manual implementing the California Supreme Court's Humphrey decision on bail reform. It establishes mandatory procedures requiring courts to consider defendants' ability to pay when setting bail and to prioritize non-financial conditions and own recognizance release over monetary bail. The document represents a significant shift toward progressive bail practices that aim to eliminate wealth-based pretrial detention while maintaining public safety considerations. It provides detailed guidance for courts on when detention is permissible and emphasizes that pretrial release should be the norm rather than the exception.,2021.04.01_Marin County_Bail Procedures per Humphrey.pdf,zero_bail_statewide,CA Judicial Council Statewide Zero-Bail Emergency Order,2020-04-13,353.0,statewide_legislation
2021_04_05_sonoma_county_gang_symposium_elim_of_bias_presentation,2021-04-05,Sonoma County,Gang-Symposium-Elim.-of-Bias-Presentation,internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This training document provides comprehensive guidance to prosecutors on complying with California's Racial Justice Act in gang prosecutions. It focuses extensively on eliminating racial bias and discriminatory language throughout the prosecution process, from case issuance through sentencing. The training represents a progressive approach that prioritizes equal protection and constitutional mandates while acknowledging the office's continued role in gang prosecution. The document mandates specific practices to avoid both conscious and unconscious bias that could lead to racial disparities in criminal justice outcomes.",2021.04.05_Sonoma County_Gang-Symposium-Elim.-of-Bias-Presentation.pdf,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,94.0,statewide_legislation
2021_04_05_santa_barbara_county_gang_symposium_elim_of_bias_presentation,2021-04-05,Santa Barbara County,Gang Symposium-Elim. of Bias Presentation,internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This training document provides comprehensive guidance to Santa Barbara County prosecutors on complying with California's Racial Justice Act in gang prosecutions. The material extensively addresses implicit bias, provides detailed instructions on avoiding discriminatory language and practices, and emphasizes equal protection principles. The training represents a clearly progressive approach that acknowledges systemic bias in prosecution and provides concrete tools to promote racial equity in charging, trial conduct, and sentencing decisions.",2021.04.05_Santa Barbara County_Gang Symposium-Elim. of Bias Presentation.pdf,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,94.0,statewide_legislation
2021_04_05_monterey_county_gang_symposium_elim_of_bias_presentation,2021-04-05,Monterey County,Gang Symposium-Elim. of Bias-Presentation,internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This training document provides comprehensive guidance to prosecutors on complying with California's Racial Justice Act in gang prosecution cases. It mandates extensive changes to prosecutorial practices including elimination of racially biased language, race-neutral identification methods, and equal treatment in charging and sentencing decisions. The document represents a significant policy shift toward progressive prosecutorial practices with strong emphasis on constitutional equal protection principles and bias elimination. The training covers all aspects of prosecution from case issuance through sentencing, requiring prosecutors to actively work against both conscious and unconscious racial bias.",2021.04.05_Monterey County_Gang Symposium-Elim. of Bias-Presentation.pdf,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,94.0,statewide_legislation
2021_04_05_placer_county_gang_symposium_elim_of_bias_presentation,2021-04-05,Placer County,Gang Symposium Elim. of Bias Presentation,internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This training document provides comprehensive guidance to prosecutors on complying with California's Racial Justice Act in gang prosecutions. It emphasizes eliminating both conscious and unconscious bias throughout the prosecutorial process, from case issuance through sentencing, with extensive instruction on avoiding discriminatory language and ensuring equal treatment. The document represents a clear shift toward progressive prosecutorial practices that prioritize racial justice and equal protection while maintaining the office's ability to prosecute gang cases effectively.",2021.04.05_Placer County_Gang Symposium Elim. of Bias Presentation.pdf,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,94.0,statewide_legislation
2021_04_05_san_benito_county_gang_prosecution_rja,2021-04-05,San Benito County,Gang Prosecution & RJA,internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This is a comprehensive training document on California's Racial Justice Act compliance for gang prosecution, focusing on eliminating bias in prosecutorial decision-making. The training covers avoiding discriminatory language, implementing bias-free charging and sentencing practices, and promoting equal treatment under the law. The document reflects a progressive prosecutorial approach that prioritizes racial justice, recognizes systemic bias, and emphasizes humanizing defendants while maintaining prosecution of serious crimes. It represents a significant policy shift toward more equitable prosecution practices.",2021.04.05_San Benito County_Gang Prosecution & RJA.pdf,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,94.0,statewide_legislation
2021_05_01_yolo_county_post_bias_training_policy,2021-05-01,Yolo County,Post Bias Training Policy,internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This policy document implements comprehensive anti-bias measures following a six-week training on systemic racism conducted by prominent criminal justice reform organizations. The policies include mandatory person-centered language, required reading of racial justice literature, and prison site visits to help prosecutors understand the impact of incarceration. These reforms represent a clear progressive shift aimed at addressing racial bias and systemic racism in prosecutorial decision-making while maintaining core prosecutorial functions.",2021.05.01_Yolo County_Post Bias Training Policy.pdf,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,120.0,statewide_legislation
2021_05_07_san_bernardino_county_cal_pen_code_745,2021-05-07,San Bernardino County,Cal Pen Code 745,internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This document contains California Penal Code Section 745, the California Racial Justice Act of 2020, which prohibits seeking convictions or sentences based on race, ethnicity, or national origin. The law establishes comprehensive procedures for defendants to challenge racial bias through statistical evidence and provides remedies including charge reduction, sentence vacation, and death penalty exclusion. This represents a significant progressive shift in California's approach to addressing racial disparities in criminal justice, moving beyond requiring proof of intentional discrimination to addressing systemic bias through measurable outcomes.",2021.05.07_San Bernardino County_Cal Pen Code 745.pdf,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,126.0,statewide_legislation
2022_10_17_pgs_668_670_discovery_obligations_bugman_05_11_21,2021-05-11,Orange County,2022.10.17 PGS. 668-670 Discovery Obligations (Bugman 05-11-21),internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This document outlines California's Racial Justice Act (Penal Code Section 745), which prohibits seeking convictions or sentences based on race, ethnicity, or national origin. The Act establishes multiple grounds for defendants to challenge bias, including discriminatory language, disparate charging patterns, and unequal sentencing based on defendant or victim race. It also creates discovery obligations requiring prosecutors to disclose evidence relevant to potential racial bias violations, representing a significant progressive reform aimed at addressing systemic racial disparities in criminal justice.",2022.10.17 PGS. 668-670 Discovery Obligations (Bugman 05-11-21).pdf,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,130.0,statewide_legislation
2021_05_20_san_diego_county_da_statement_re_juvenile_diversion_program,2021-05-20,San Diego County,DA Statement RE Juvenile Diversion Program,internal_directive,juvenile,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,not_applicable,"This document announces San Diego County's new Juvenile Diversion Initiative, a comprehensive pre-filing diversion program that offers youth aged 12-18 facing misdemeanor or felony charges an alternative to prosecution. The program emphasizes restorative justice, therapeutic services, and addressing root causes of criminal behavior, with the explicit goal of dismantling the school-to-prison pipeline. The initiative represents a significant progressive policy shift that prioritizes keeping juveniles out of the formal criminal justice system entirely, with an estimated 500 youth annually eligible for participation.",2021.05.20_San Diego County_DA Statement RE Juvenile Diversion Program.pdf,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,139.0,statewide_legislation
2021_05_28_yolo_county_commons_policy_change,2021-05-28,Yolo County,Commons Policy Change,internal_directive,diversion,2.0,progressive,diversion,quality_of_life_enforcement,significant,mandatory,more_lenient,not_applicable,This press release announces a significant policy change by the Yolo County DA's Office to expand diversion program eligibility by removing automatic disqualification based on criminal history. The change was prompted by data from their new transparency portal showing racial disparities in case referrals and diversion access. The policy is expected to increase diversions by 15%-20% and represents a clear shift toward progressive prosecutorial practices focused on reducing incarceration and addressing systemic inequities. The document demonstrates the office's commitment to data-driven criminal justice reform and community accountability.,2021.05.28_Yolo County_Commons Policy Change.docx,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,147.0,statewide_legislation
2021_06_16_contra_costa_county_email_re_couzens_racial_justice_act,2021-06-16,Contra Costa County,Email re Couzens Racial Justice Act,internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This document is a comprehensive training manual on California's Racial Justice Act of 2020, explaining how the new law prohibits seeking convictions or imposing sentences based on race, ethnicity, or national origin. The Act creates five specific violations including bias by court actors, discriminatory language, disparate charging practices, and sentencing disparities based on defendant or victim race. It represents a major progressive reform by allowing statistical evidence alone to prove discrimination, eliminating the previous requirement to show purposeful intent, and providing extensive remedies including case dismissal, sentence vacation, and resentencing.",2021.06.16_Contra Costa County_Email re Couzens Racial Justice Act.pdf,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,166.0,statewide_legislation
napa_county_early_diversion_policy,2021-08-21,Napa County,Early Diversion Policy,internal_directive,diversion,2.0,progressive,diversion,quality_of_life_enforcement,significant,mandatory,more_lenient,not_applicable,"This document establishes a comprehensive pre-filing diversion program for misdemeanor offenses in Napa County, allowing eligible offenders to avoid criminal prosecution through a 3-month rehabilitation program. The policy reflects a progressive prosecutorial approach that prioritizes diversion over traditional criminal processing, emphasizing behavioral change, community support, and avoiding the collateral consequences of criminal convictions. The program includes accommodations for low-income and Spanish-speaking participants and offers individualized programming, demonstrating a focus on accessibility and rehabilitation rather than punishment.",Napa County_Early Diversion Policy.pdf,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,232.0,statewide_legislation
san_bernardino_county_richard_t_fields_bar_assoc_presentation_re_thursgood_marsh,2021-09-10,San Bernardino County,Richard T. Fields Bar Assoc. Presentation RE Thursgood Marshall and AB 2542,internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This document is a training presentation for prosecutors on implementing California's Racial Justice Act (AB 2542) and related civil rights legislation. The training connects current racial justice reforms to Thurgood Marshall's civil rights legacy and provides practical guidance on identifying and preventing racial bias in prosecution. The presentation emphasizes mandatory compliance with new anti-discrimination standards in charging and sentencing decisions, requiring data collection to monitor disparate treatment, and training prosecutors to recognize implicit bias in their practices.",San Bernardino County_Richard T. Fields Bar Assoc. Presentation RE Thursgood Marshall and AB 2542.pdf,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,252.0,statewide_legislation
2021_10_19_la_county_general_office_memorandum_21_102,2021-10-19,Los Angeles County,General Office Memorandum 21-102,internal_directive,death_penalty,2.0,progressive,sentencing,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This memorandum implements comprehensive procedures for handling cases with special circumstances allegations following the office's complete elimination of death penalty pursuit. The policy prohibits filing new special circumstances allegations and establishes that death will never be sought even in previously filed cases. The memo creates detailed administrative procedures for notifying defense counsel, obtaining waivers, and managing case settlements, while requiring Chief Deputy approval for all major decisions in these cases.",2021.10.19_LA County_General Office Memorandum 21-102.pdf,sb_81_enhancement_presumption,SB 81 (Sentencing Enhancement Presumption of Dismissal),2022-01-01,-74.0,statewide_legislation
2021_10_19_la_county_special_circumstances_cases_updated_procedure,2021-10-19,Los Angeles County,Special Circumstances Cases - Updated Procedure,internal_directive,death_penalty,2.0,progressive,sentencing,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This memorandum implements comprehensive procedures for handling existing special circumstances cases following the office's decision to completely eliminate death penalty pursuit and prohibit filing new special circumstances allegations. The document establishes mandatory notification procedures to inform defendants and courts that death sentences will not be sought, requires high-level approval for all settlements and plea negotiations in these cases, and creates systematic reporting requirements. This represents a fundamental shift toward progressive prosecutorial practices by removing the most severe punishment option and emphasizing resource efficiency over maximum punishment seeking.",2021.10.19_LA County_Special Circumstances Cases - Updated Procedure.pdf,sb_81_enhancement_presumption,SB 81 (Sentencing Enhancement Presumption of Dismissal),2022-01-01,-74.0,statewide_legislation
yolo_county_tools_for_tolerance,2021-10-21,Yolo County,Tools for Tolerance,internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,moderate,strong_guidance,more_lenient,more_lenient,"This document is training material on implicit bias for Yolo County District Attorney's office, focusing on how unconscious bias affects prosecutorial decision-making in charging, bail, and plea bargaining. The training emphasizes that racial and other disparities can occur without conscious intent and provides tools for bias reduction and procedural justice. It represents a progressive approach to prosecution that prioritizes equity and fairness in criminal justice outcomes through awareness and mitigation of implicit bias.",Yolo County_Tools for Tolerance.pdf,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,293.0,statewide_legislation
2021_11_01_orange_county_intro_to_pc_745,2021-11-01,Orange County,Intro to PC 745,internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This document presents California Penal Code Section 745, the California Racial Justice Act of 2020, which prohibits seeking convictions or sentences based on race, ethnicity, or national origin. The law establishes comprehensive procedures for defendants to challenge racial bias in their cases, allows statistical evidence to prove discrimination, and provides remedies including charge reduction, sentence vacation, and death penalty exclusion. This represents a significant progressive reform that explicitly rejects the traditional acceptance of racial disparities in criminal justice as inevitable.",2021.11.01_Orange County_Intro to PC 745.pdf,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,304.0,statewide_legislation
2021_11_12_santa_clara_county_email_re_bail_redacted,2021-11-12,Santa Clara County,Email RE Bail Redacted,internal_directive,bail,2.0,progressive,bail,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This policy memo outlines Santa Clara County DA's comprehensive bail reform policy that eliminates prosecutorial requests for cash bail and presumes OR release for most defendants. The policy reflects a progressive approach prioritizing pretrial release over detention, with SORP conditions used when necessary and detention reserved only for cases where public safety cannot be otherwise ensured. The memo was distributed to judges to ensure court awareness of the DA's new approach to bail recommendations.",2021.11.12_Santa Clara County_Email RE Bail_Redacted.pdf,,,,,
2021_11_19_santa_clara_county_email_re_dao_position_on_cash_bail_redacted,2021-11-19,Santa Clara County,Email RE DAO position on cash bail Redacted,internal_directive,bail,2.0,progressive,bail,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This document reveals a comprehensive bail reform policy implemented by the Santa Clara County District Attorney's Office that fundamentally rejects the use of cash bail as ineffective for public safety or ensuring court appearances. The policy requires prosecutors to default to release with conditions and only seek detention (no bail) for genuine public safety or flight risks, with cash bail only requested as a fallback when judges reject detention requests. The email exchange shows the policy is being actively implemented and monitored, with coordination between the DA's office and public defender to ensure consistent application across misdemeanor cases.",2021.11.19_Santa Clara County_Email RE DAO position on cash bail_Redacted.pdf,,,,,
2021_11_29_la_county_special_directive_habeas_corpus_litigation,2021-11-29,Los Angeles County,Special Directive-Habeas Corpus Litigation,internal_directive,case_law_update,2.0,progressive,sentencing,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This directive establishes comprehensive policies for the LA County DA's Habeas Corpus Litigation Unit that fundamentally reorient the office's approach from defending convictions to seeking justice. The policy mandates thorough investigation of potentially meritorious claims, prohibits routine procedural defenses, and requires active remediation of injustices including racial discrimination. It represents a clearly progressive shift that prioritizes truth-seeking over conviction protection, with particular emphasis on bringing past sentences in line with current standards and facilitating relief for the wrongfully convicted.",2021.11.29_LA County_Special Directive-Habeas Corpus Litigation.pdf,sb_81_enhancement_presumption,SB 81 (Sentencing Enhancement Presumption of Dismissal),2022-01-01,-33.0,statewide_legislation
2021_11_29_la_county_special_directive_21_04,2021-11-29,Los Angeles County,Special Directive 21-04,internal_directive,case_law_update,2.0,progressive,sentencing,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This directive establishes comprehensive progressive policies for the LA County DA's Habeas Corpus Litigation Unit, fundamentally shifting from a conviction-protection model to a truth-seeking approach. The policy mandates remedying racial injustice, prohibits adversarial investigation tactics, requires resentencing cases to meet current progressive standards, and assists wrongfully convicted individuals with compensation and reentry. This represents a clear departure from traditional prosecutorial practices toward a progressive model prioritizing justice over conviction rates.",2021.11.29_LA County_Special Directive 21-04.pdf,sb_81_enhancement_presumption,SB 81 (Sentencing Enhancement Presumption of Dismissal),2022-01-01,-33.0,statewide_legislation
2021_12_29_la_county_special_directive_21_04,2021-12-29,Los Angeles County,Special Directive 21-04,internal_directive,case_law_update,2.0,progressive,sentencing,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This directive fundamentally reorients the LA County DA's approach to habeas corpus litigation from defending convictions to seeking truth and justice. It mandates that prosecutors remedy racial injustice, align old convictions with current progressive standards, and prioritize actual innocence over procedural finality. The policy represents a clear break from traditional prosecutorial practices, emphasizing systemic reform and individual remedy over conviction protection.",2021.12.29_LA County_Special Directive 21-04.pdf,sb_81_enhancement_presumption,SB 81 (Sentencing Enhancement Presumption of Dismissal),2022-01-01,-3.0,statewide_legislation
2022_01_01_san_luis_obispo_county_ab_3070_training_bulletin,2022-01-01,San Luis Obispo County,AB 3070 training bulletin,internal_directive,case_law_update,2.0,progressive,sentencing,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This training document explains AB 3070, new California legislation effective January 1, 2022, that significantly reforms jury selection procedures to eliminate racial and other forms of discrimination. The law incorporates progressive concepts like implicit bias, eliminates the requirement to prove intentional discrimination, creates presumptively invalid reasons for jury challenges, and establishes new evidentiary standards favoring inclusion. While presented in a neutral, informational tone for training purposes, the document describes a major progressive reform aimed at achieving racial justice in jury selection.",2022.01.01_San Luis Obispo County_AB 3070 training bulletin.pdf,sb_81_enhancement_presumption,SB 81 (Sentencing Enhancement Presumption of Dismissal),2022-01-01,0.0,statewide_legislation
2022_marin_county_cultural_competency_training_mcda,2022-01-01,Marin County,Cultural Competency Training MCDA,internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This document outlines a comprehensive cultural competency and anti-racism training program for the Marin County District Attorney's Office, implemented in response to the George Floyd protests and broader racial justice movement. The training covers historical racism, implicit bias elimination, white privilege awareness, and provides extensive resources for prosecutors to become actively anti-racist in their work. The program represents a clearly progressive approach to prosecutorial reform, emphasizing the need to address systemic racism and bias in criminal justice decision-making. While it doesn't specify concrete policy changes, the comprehensive nature of the training suggests a significant shift toward racial equity in prosecutorial practices.",2022_Marin County_Cultural Competency Training MCDA.pdf,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,365.0,statewide_legislation
2022_amador_county_new_jury_voir_dire_and_wheeler_batson_rules,2022-01-01,Amador County,New Jury Voir Dire and Wheeler-Batson Rules,internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This comprehensive training document explains implementation of California's Racial Justice Act (AB 2542) and new jury selection rules (AB 3070), both effective January 1, 2022. The materials provide extensive guidance on avoiding racially biased language and conduct, implementing statistical analysis to identify disparate outcomes, and handling the new legal remedies available for racial bias claims. The document represents a significant shift toward progressive criminal justice reform with strong emphasis on addressing both explicit and implicit racial bias in prosecution.",2022_Amador County_New Jury Voir Dire and Wheeler-Batson Rules.pdf,ab_3234_misdemeanor_diversion,AB 3234 (Misdemeanor Diversion),2021-01-01,365.0,statewide_legislation
2022_01_01_marin_county_ab_3070_new_jury_voir_dire_wheeler_batson_rules,2022-01-01,Marin County,AB 3070-New Jury Voir Dire & Wheeler-Batson Rules,internal_directive,case_law_update,2.0,progressive,sentencing,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This document explains AB 3070, new California legislation effective January 1, 2022, that significantly reforms jury selection procedures to eliminate discriminatory use of peremptory challenges. The law creates new objective standards, eliminates requirements to prove intentional discrimination, recognizes implicit bias, and establishes presumptively invalid reasons for jury exclusion. This represents a major progressive reform aimed at creating more diverse and representative juries, particularly protecting people of color and other marginalized groups from systematic exclusion.",2022.01.01_Marin County_AB 3070-New Jury Voir Dire & Wheeler-Batson Rules.pdf,sb_81_enhancement_presumption,SB 81 (Sentencing Enhancement Presumption of Dismissal),2022-01-01,0.0,statewide_legislation
2022_01_01_san_benito_county_ab_3070_summary,2022-01-01,San Benito County,AB 3070 Summary,internal_directive,case_law_update,2.0,progressive,sentencing,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This document provides San Benito County prosecutors with guidance on AB 3070, new legislation that dramatically reforms jury selection procedures to eliminate racial and other forms of discrimination. The law eliminates traditional Wheeler-Batson requirements, creates presumptively invalid reasons for peremptory challenges (including distrust of law enforcement), and establishes new standards based on unconscious bias theory. The office presents this progressive reform in a neutral, informational manner, suggesting acceptance of the new racial justice-oriented framework that will significantly impact prosecution practices and case outcomes.",2022.01.01_San Benito County_AB 3070 Summary.pdf,sb_81_enhancement_presumption,SB 81 (Sentencing Enhancement Presumption of Dismissal),2022-01-01,0.0,statewide_legislation
2022_02_18_la_county_general_office_memorandum_22_026,2022-02-18,Los Angeles County,General Office Memorandum 22-026,internal_directive,juvenile,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This memo establishes a Youth Justice Committee to provide individualized review of serious juvenile cases with an explicit focus on rehabilitative and restorative outcomes rather than punishment. The committee will maintain databases of treatment programs, coordinate with defense counsel and stakeholders, and seek alternatives to traditional juvenile justice dispositions while maintaining existing restrictions on transferring youth to adult court. The policy represents a clear progressive approach prioritizing treatment and community-based solutions even for serious violent crimes involving juveniles.",2022.02.18_LA County_General Office Memorandum 22-026.pdf,,,,,
2022_03_09_santa_clara_county_bail_policy_redacted,2022-03-09,Santa Clara County,Bail Policy Redacted,internal_directive,bail,2.0,progressive,bail,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This policy memo establishes Santa Clara County DA's comprehensive bail reform policy, explicitly rejecting cash bail as inequitable and committing to not request cash bail for defendants. The policy creates a presumption of own recognizance release for most defendants, with supervised release as an alternative, while maintaining detention authority only for cases where public safety cannot be protected through conditions. This represents a significant progressive shift toward reducing pretrial incarceration and eliminating wealth-based detention decisions.",2022.03.09_Santa Clara County_Bail Policy_Redacted.pdf,,,,,
2022_03_09_santa_clara_county_dao_position_on_cash_bail_redacted,2022-03-09,Santa Clara County,DAO position on cash bail Redacted,internal_directive,bail,2.0,progressive,bail,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This document reveals a Santa Clara County DA's office policy that fundamentally rejects cash bail as ineffective for public safety, instead defaulting to release with conditions for most defendants. The policy requires prosecutors to first seek no-bail detention for public safety risks, and only request cash bail if judges reject the detention request. This represents a significant progressive reform that prioritizes evidence-based risk assessment over financial ability to pay, substantially reducing pretrial detention for most defendants while maintaining detention options for genuine public safety concerns.",2022.03.09_Santa Clara County_DAO position on cash bail_Redacted.pdf,,,,,
riverside_county_rja_training,2022-03-27,Riverside County,RJA Training,internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This training document introduces prosecutors to California's Racial Justice Act (AB 2542), which provides mechanisms to challenge criminal convictions and sentences based on racial bias. The document acknowledges systemic racism in criminal justice and outlines four types of violations, from individual bias to statistical disparities in charging and sentencing. The Act provides significant remedies including charge dismissal, sentence reduction, and mistrials when racial bias is proven by preponderance of evidence. This represents a major progressive reform prioritizing racial equity and requiring prosecutors to justify disparities with race-neutral explanations.",Riverside County_RJA Training.pdf,,,,,
santa_clara_county_bail_policy_described,2022-05-31,Santa Clara County,Bail Policy Described,internal_directive,bail,2.0,progressive,bail,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This document establishes a comprehensive bail reform policy for Santa Clara County that eliminates prosecutorial requests for cash bail based on the belief that it is inequitable and ineffective. The policy creates a presumption of own recognizance release for most defendants, with supervised release as an alternative using minimal necessary conditions. While maintaining detention authority for public safety cases, the policy fundamentally rejects financial barriers to pretrial release and demonstrates a progressive approach to pretrial justice.",Santa Clara County_Bail Policy Described.pdf,,,,,
santa_clara_county_policy_described,2022-05-31,Santa Clara County,Policy Described,internal_directive,bail,2.0,progressive,bail,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This policy document establishes Santa Clara County DA's comprehensive bail reform approach, explicitly rejecting cash bail as inequitable and mandating that prosecutors not request monetary bail. The policy creates a presumption toward own recognizance release for most defendants, with supervised release as the next option using minimal necessary conditions. While maintaining detention authority for public safety risks, the document represents a clear shift toward progressive pretrial justice practices focused on reducing incarceration based on inability to pay.",Santa Clara County_Policy Described.pdf,,,,,
